dictSize,batchSize,appendTimeMillisec,
708, 64, 199, 
709, 64, 14, 
710, 64, 86, 
711, 64, 14, 
712, 64, 387, 
713, 64, 20, 
714, 64, 75, 
715, 64, 25, 
716, 64, 255, 
717, 64, 20, 
718, 64, 96, 
719, 64, 31, 
720, 64, 821, 
721, 64, 24, 
722, 64, 94, 
723, 64, 14, 
724, 64, 185, 
725, 64, 14, 
726, 64, 67, 
727, 64, 14, 
728, 64, 402, 
729, 64, 20, 
730, 64, 100, 
731, 64, 23, 
732, 64, 206, 
733, 64, 15, 
734, 64, 71, 
735, 64, 16, 
736, 64, 1581, 
737, 64, 28, 
738, 64, 105, 
739, 64, 20, 
740, 64, 203, 
741, 64, 14, 
742, 64, 63, 
743, 64, 14, 
744, 64, 396, 
745, 64, 23, 
746, 64, 113, 
747, 64, 23, 
748, 64, 189, 
749, 64, 15, 
750, 64, 80, 
751, 64, 21, 
752, 64, 832, 
753, 64, 28, 
754, 64, 118, 
755, 64, 27, 
756, 64, 214, 
757, 64, 21, 
758, 64, 92, 
759, 64, 20, 
760, 64, 398, 
761, 64, 25, 
762, 64, 117, 
763, 64, 24, 
764, 64, 252, 
765, 64, 19, 
766, 64, 72, 
767, 64, 14, 
768, 64, 185821, 
769, 64, 30, 
770, 64, 119, 
771, 64, 28, 
772, 64, 212, 
773, 64, 27, 
774, 64, 115, 
775, 64, 24, 
776, 64, 460, 
777, 64, 24, 
778, 64, 91, 
779, 64, 22, 
780, 64, 218, 
781, 64, 26, 
782, 64, 102, 
783, 64, 22, 
784, 64, 805, 
785, 64, 30, 
786, 64, 104, 
787, 64, 21, 
788, 64, 208, 
789, 64, 14, 
790, 64, 66, 
791, 64, 13, 
792, 64, 409, 
793, 64, 22, 
794, 64, 102, 
795, 64, 14, 
796, 64, 192, 
797, 64, 21, 
798, 64, 96, 
799, 64, 13, 
800, 64, 1540, 
801, 64, 20, 
802, 64, 88, 
803, 64, 23, 
804, 64, 215, 
805, 64, 14, 
806, 64, 67, 
807, 64, 14, 
808, 64, 382, 
809, 64, 25, 
810, 64, 86, 
811, 64, 19, 
812, 64, 199, 
813, 64, 14, 
814, 64, 117, 
815, 64, 16, 
816, 64, 770, 
817, 64, 22, 
818, 64, 81, 
819, 64, 14, 
820, 64, 187, 
821, 64, 28, 
822, 64, 99, 
823, 64, 14, 
824, 64, 385, 
825, 64, 15, 
826, 64, 69, 
827, 64, 14, 
828, 64, 201, 
829, 64, 14, 
830, 64, 66, 
831, 64, 13, 
832, 64, 46406, 
833, 64, 15, 
834, 64, 101, 
835, 64, 14, 
836, 64, 205, 
837, 64, 17, 
838, 64, 82, 
839, 64, 14, 
840, 64, 397, 
841, 64, 15, 
842, 64, 70, 
843, 64, 14, 
844, 64, 203, 
845, 64, 34, 
846, 64, 94, 
847, 64, 15, 
848, 64, 863, 
849, 64, 28, 
850, 64, 105, 
851, 64, 22, 
852, 64, 204, 
853, 64, 22, 
854, 64, 84, 
855, 64, 20, 
856, 64, 429, 
857, 64, 25, 
858, 64, 88, 
859, 64, 23, 
860, 64, 209, 
861, 64, 27, 
862, 64, 101, 
863, 64, 35, 
864, 64, 1557, 
865, 64, 25, 
866, 64, 93, 
867, 64, 28, 
868, 64, 218, 
869, 64, 25, 
870, 64, 94, 
871, 64, 22, 
872, 64, 436, 
873, 64, 15, 
874, 64, 77, 
875, 64, 21, 
876, 64, 192, 
877, 64, 29, 
878, 64, 71, 
879, 64, 20, 
880, 64, 798, 
881, 64, 28, 
882, 64, 98, 
883, 64, 21, 
884, 64, 207, 
885, 64, 14, 
886, 64, 68, 
887, 64, 14, 
888, 64, 355, 
889, 64, 14, 
890, 64, 69, 
891, 64, 14, 
892, 64, 158, 
893, 64, 14, 
894, 64, 69, 
895, 64, 14, 
896, 64, 92754, 
897, 64, 26, 
898, 64, 101, 
899, 64, 26, 
900, 64, 228, 
901, 64, 29, 
902, 64, 106, 
903, 64, 17, 
904, 64, 427, 
905, 64, 26, 
906, 64, 88, 
907, 64, 25, 
908, 64, 186, 
909, 64, 22, 
910, 64, 72, 
911, 64, 14, 
912, 64, 819, 
913, 64, 27, 
914, 64, 84, 
915, 64, 14, 
916, 64, 198, 
917, 64, 24, 
918, 64, 87, 
919, 64, 14, 
920, 64, 396, 
921, 64, 20, 
922, 64, 73, 
923, 64, 14, 
924, 64, 187, 
925, 64, 14, 
926, 64, 69, 
927, 64, 20, 
928, 64, 1542, 
929, 64, 27, 
930, 64, 86, 
931, 64, 14, 
932, 64, 184, 
933, 64, 27, 
934, 64, 113, 
935, 64, 22, 
936, 64, 457, 
937, 64, 15, 
938, 64, 71, 
939, 64, 14, 
940, 64, 198, 
941, 64, 22, 
942, 64, 72, 
943, 64, 15, 
944, 64, 865, 
945, 64, 34, 
946, 64, 85, 
947, 64, 20, 
948, 64, 229, 
949, 64, 15, 
950, 64, 91, 
951, 64, 25, 
952, 64, 428, 
953, 64, 27, 
954, 64, 83, 
955, 64, 14, 
956, 64, 203, 
957, 64, 21, 
958, 64, 69, 
959, 64, 14, 
960, 64, 48421, 
961, 64, 15, 
962, 64, 97, 
963, 64, 25, 
964, 64, 199, 
965, 64, 15, 
966, 64, 76, 
967, 64, 14, 
968, 64, 393, 
969, 64, 27, 
970, 64, 111, 
971, 64, 27, 
972, 64, 286, 
973, 64, 23, 
974, 64, 109, 
975, 64, 21, 
976, 64, 817, 
977, 64, 27, 
978, 64, 90, 
979, 64, 20, 
980, 64, 203, 
981, 64, 25, 
982, 64, 96, 
983, 64, 22, 
984, 64, 456, 
985, 64, 43, 
986, 64, 131, 
987, 64, 23, 
988, 64, 229, 
989, 64, 21, 
990, 64, 93, 
991, 64, 22, 
992, 64, 1546, 
993, 64, 33, 
994, 64, 130, 
995, 64, 34, 
996, 64, 238, 
997, 64, 25, 
998, 64, 98, 
999, 64, 24, 
1000, 64, 423, 
1001, 64, 15, 
1002, 64, 84, 
1003, 64, 20, 
1004, 64, 243, 
1005, 64, 31, 
1006, 64, 115, 
1007, 64, 21, 
1008, 64, 813, 
1009, 64, 31, 
1010, 64, 105, 
1011, 64, 28, 
1012, 64, 229, 
1013, 64, 28, 
1014, 64, 123, 
1015, 64, 25, 
1016, 64, 427, 
1017, 64, 21, 
1018, 64, 88, 
1019, 64, 14, 
1020, 64, 194, 
1021, 64, 16, 
1022, 64, 89, 
1023, 64, 21, 
1024, 64, 720756, 
1025, 64, 28, 
1026, 64, 101, 
1027, 64, 29, 
1028, 64, 227, 
1029, 64, 24, 
1030, 64, 97, 
1031, 64, 20, 
1032, 64, 470, 
1033, 64, 28, 
1034, 64, 90, 
1035, 64, 24, 
1036, 64, 221, 
1037, 64, 19, 
1038, 64, 83, 
1039, 64, 20, 
1040, 64, 794, 
1041, 64, 20, 
1042, 64, 94, 
1043, 64, 14, 
1044, 64, 157, 
1045, 64, 14, 
1046, 64, 67, 
1047, 64, 14, 
1048, 64, 466, 
1049, 64, 15, 
1050, 64, 64, 
1051, 64, 14, 
1052, 64, 179, 
1053, 64, 14, 
1054, 64, 68, 
1055, 64, 14, 
1056, 64, 1559, 
1057, 64, 25, 
1058, 64, 88, 
1059, 64, 22, 
1060, 64, 202, 
1061, 64, 22, 
1062, 64, 80, 
1063, 64, 15, 
1064, 64, 410, 
1065, 64, 22, 
1066, 64, 88, 
1067, 64, 24, 
1068, 64, 215, 
1069, 64, 23, 
1070, 64, 82, 
1071, 64, 14, 
1072, 64, 813, 
1073, 64, 24, 
1074, 64, 90, 
1075, 64, 17, 
1076, 64, 199, 
1077, 64, 14, 
1078, 64, 68, 
1079, 64, 13, 
1080, 64, 406, 
1081, 64, 15, 
1082, 64, 69, 
1083, 64, 19, 
1084, 64, 191, 
1085, 64, 15, 
1086, 64, 64, 
1087, 64, 14, 
1088, 64, 49193, 
1089, 64, 28, 
1090, 64, 100, 
1091, 64, 21, 
1092, 64, 205, 
1093, 64, 23, 
1094, 64, 102, 
1095, 64, 24, 
1096, 64, 458, 
1097, 64, 20, 
1098, 64, 88, 
1099, 64, 14, 
1100, 64, 194, 
1101, 64, 27, 
